PassengerId,Cabin,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
0076_01,F/18/S,False,147.0,0.0,1018.0,0.0,0.0
0077_01,F/15/P,False,14.0,0.0,1295.0,0.0,0.0
0078_01,C/4/S,False,0.0,5840.0,0.0,321.0,9654.0
0081_01,G/13/S,False,0.0,0.0,0.0,0.0,0.0
0082_01,F/16/P,False,7406.0,0.0,0.0,0.0,0.0
0082_02,F/16/P,False,0.0,0.0,0.0,0.0,0.0
0082_03,F/16/P,False,0.0,0.0,0.0,0.0,0.0
0084_01,G/14/S,False,688.0,0.0,0.0,0.0,17.0
0085_01,C/5/S,False,0.0,0.0,0.0,0.0,0.0
0086_01,F/17/P,False,211.0,0.0,0.0,638.0,513.0
0088_01,E/5/S,False,0.0,0.0,0.0,0.0,0.0
0090_01,G/15/S,False,0.0,0.0,0.0,0.0,0.0
0091_01,G/16/S,False,,0.0,0.0,0.0,0.0
0091_02,F/20/S,False,1.0,697.0,31.0,188.0,0.0
0092_01,G/9/P,False,0.0,0.0,670.0,1.0,34.0
0092_02,G/9/P,False,0.0,0.0,,0.0,0.0
0092_03,G/9/P,False,0.0,0.0,0.0,0.0,0.0
0097_01,A/2/S,False,0.0,1208.0,0.0,3.0,637.0
0098_01,G/11/P,False,0.0,856.0,5.0,32.0,0.0
0098_02,G/11/P,False,0.0,2811.0,957.0,0.0,87.0
0099_01,F/19/P,False,311.0,427.0,526.0,37.0,0.0
0099_02,G/12/P,False,0.0,0.0,0.0,0.0,0.0
0101_01,,False,0.0,0.0,0.0,0.0,0.0
0102_01,F/23/S,False,0.0,0.0,0.0,830.0,91.0
0103_01,F/24/S,False,0.0,,0.0,0.0,17.0
0103_02,G/18/S,False,0.0,0.0,0.0,0.0,0.0
0103_03,G/18/S,False,0.0,0.0,0.0,0.0,0.0
0105_01,F/21/P,False,0.0,0.0,570.0,2.0,131.0
0107_01,D/2/S,False,1743.0,5.0,17.0,0.0,0.0
0108_01,G/19/S,False,0.0,0.0,0.0,0.0,0.0
0108_02,G/19/S,False,562.0,0.0,326.0,0.0,0.0
0108_03,G/19/S,True,0.0,0.0,0.0,0.0,0.0
0110_01,,False,0.0,410.0,6.0,3929.0,764.0
0110_02,B/5/P,False,0.0,331.0,0.0,0.0,1687.0
0110_03,B/5/P,False,2209.0,11418.0,0.0,1868.0,445.0
0110_04,B/5/P,False,0.0,0.0,0.0,0.0,0.0
0111_01,E/6/S,False,0.0,0.0,0.0,0.0,0.0
0112_01,B/1/S,True,0.0,2537.0,87.0,17.0,13.0
0113_01,F/23/P,False,0.0,0.0,804.0,0.0,0.0
0114_01,G/20/S,False,82.0,157.0,429.0,238.0,1.0
0115_01,F/24/P,False,0.0,0.0,0.0,0.0,
0116_01,D/4/P,False,1.0,2223.0,0.0,12.0,404.0
0119_01,A/0/P,False,0.0,2344.0,0.0,65.0,6898.0
0119_02,A/0/P,False,0.0,0.0,0.0,0.0,0.0
0120_01,F/25/P,False,0.0,0.0,0.0,0.0,
0122_01,G/21/S,False,0.0,0.0,0.0,699.0,74.0
0123_01,F/27/P,False,55.0,597.0,49.0,0.0,1.0
0126_01,F/27/S,False,0.0,0.0,0.0,0.0,0.0
0127_01,E/7/S,False,701.0,0.0,296.0,0.0,25.0
0128_01,D/3/S,True,2353.0,334.0,9.0,316.0,2.0
0128_02,E/8/S,False,2103.0,6.0,0.0,0.0,0.0
0129_01,G/22/S,False,0.0,0.0,,0.0,0.0
0133_01,F/29/S,False,0.0,0.0,0.0,0.0,0.0
0133_02,D/5/S,False,2738.0,0.0,0.0,0.0,0.0
0134_01,G/17/P,False,0.0,14.0,730.0,0.0,0.0
0136_01,G/23/S,False,97.0,418.0,126.0,25.0,55.0
0138_01,G/18/P,False,0.0,0.0,0.0,0.0,0.0
0138_02,E/5/P,False,0.0,22.0,0.0,564.0,207.0
0139_01,C/6/S,False,0.0,0.0,0.0,0.0,0.0
0140_01,G/19/P,False,0.0,0.0,0.0,0.0,0.0
0140_02,F/29/P,False,440.0,0.0,0.0,0.0,462.0
0141_01,F/30/P,False,,0.0,97.0,0.0,0.0
0144_01,F/31/S,False,0.0,420.0,210.0,0.0,0.0
0146_01,G/25/S,False,0.0,0.0,0.0,0.0,0.0
0147_01,G/26/S,False,0.0,0.0,0.0,0.0,0.0
0148_01,F/31/P,False,1072.0,0.0,10.0,0.0,76.0
0149_01,G/27/S,False,0.0,0.0,0.0,0.0,0.0
0151_01,G/20/P,False,0.0,0.0,0.0,0.0,0.0
0152_01,F/32/P,False,0.0,0.0,0.0,0.0,607.0
0160_01,G/22/P,False,4119.0,0.0,0.0,0.0,61.0
0163_01,B/8/P,False,0.0,0.0,0.0,0.0,0.0
0163_02,B/8/P,False,0.0,0.0,0.0,0.0,0.0
0164_01,G/28/S,False,50.0,1688.0,0.0,,135.0
0164_02,G/28/S,False,0.0,0.0,0.0,0.0,0.0
0165_01,F/37/P,True,0.0,0.0,0.0,0.0,0.0
0167_01,F/35/S,False,0.0,0.0,0.0,0.0,0.0
0167_02,F/35/S,False,1365.0,0.0,48.0,22.0,137.0
0169_01,G/23/P,False,0.0,0.0,0.0,0.0,0.0
0170_01,E/10/S,False,0.0,0.0,0.0,221.0,567.0
0171_01,G/30/S,False,0.0,0.0,0.0,0.0,0.0
0172_01,G/24/P,False,0.0,0.0,0.0,0.0,0.0
0173_01,E/11/S,False,0.0,985.0,0.0,5.0,0.0
0174_01,F/38/P,False,287.0,0.0,16.0,115.0,175.0
0177_01,B/2/S,False,0.0,10346.0,1.0,14970.0,2111.0
0178_01,D/6/S,False,3414.0,0.0,161.0,28.0,119.0
0179_01,G/26/P,False,1.0,219.0,673.0,2.0,11.0
0179_02,G/26/P,False,0.0,0.0,0.0,0.0,0.0
0179_03,G/26/P,False,0.0,0.0,0.0,0.0,0.0
0181_01,G/27/P,False,0.0,0.0,3.0,299.0,92.0
0182_01,C/3/P,False,0.0,0.0,0.0,0.0,0.0
0183_01,F/36/S,False,17.0,146.0,426.0,0.0,232.0
0186_01,G/28/P,False,62.0,0.0,0.0,0.0,956.0
0188_01,G/31/S,False,0.0,0.0,0.0,0.0,0.0
0189_01,E/8/P,False,84.0,3.0,401.0,202.0,98.0
0190_01,G/32/S,False,0.0,0.0,0.0,0.0,0.0
0192_01,G/29/P,False,0.0,0.0,0.0,0.0,0.0
0192_02,G/29/P,False,0.0,0.0,0.0,0.0,0.0
0192_03,G/29/P,False,0.0,0.0,10.0,898.0,0.0
0193_01,F/41/P,False,0.0,0.0,0.0,0.0,0.0
0193_02,F/41/P,False,,0.0,8.0,1072.0,0.0
0193_03,F/41/P,False,0.0,0.0,0.0,0.0,0.0
0195_01,F/42/P,False,406.0,0.0,867.0,0.0,0.0
0196_01,D/5/P,False,1052.0,0.0,719.0,0.0,7.0
0197_01,C/5/P,False,0.0,972.0,0.0,795.0,575.0
0198_01,G/30/P,False,0.0,0.0,0.0,0.0,0.0
0199_01,G/33/S,False,0.0,0.0,0.0,0.0,0.0
0200_01,G/31/P,False,0.0,0.0,0.0,0.0,0.0
0201_01,B/3/S,False,0.0,0.0,0.0,0.0,0.0
0201_02,B/3/S,False,0.0,0.0,0.0,0.0,0.0
0202_01,B/9/P,False,0.0,0.0,0.0,0.0,0.0
0202_02,A/2/P,False,0.0,2433.0,,878.0,443.0
0203_01,C/8/S,False,0.0,0.0,0.0,0.0,0.0
0205_01,G/34/S,False,0.0,2.0,66.0,0.0,705.0
0206_01,C/9/S,False,2.0,1720.0,12.0,1125.0,122.0
0207_01,G/32/P,False,0.0,0.0,0.0,0.0,0.0
0210_01,D/6/P,False,0.0,0.0,,0.0,0.0
0211_01,F/44/P,False,902.0,1.0,137.0,0.0,0.0
0211_02,F/44/P,False,0.0,0.0,0.0,0.0,0.0
0211_03,F/44/P,False,848.0,0.0,307.0,182.0,0.0
0212_01,E/9/P,False,192.0,0.0,0.0,51.0,739.0
0212_02,F/45/P,False,147.0,188.0,0.0,10.0,387.0
0213_01,F/46/P,False,367.0,281.0,0.0,0.0,146.0
0216_01,F/40/S,False,0.0,56.0,0.0,0.0,1918.0
0217_01,F/47/P,False,1517.0,0.0,0.0,27.0,0.0
0219_01,G/36/P,False,0.0,0.0,0.0,0.0,0.0
0220_01,G/37/P,False,0.0,0.0,0.0,0.0,0.0
0220_02,G/37/P,False,0.0,0.0,0.0,0.0,0.0
0220_03,G/37/P,False,0.0,0.0,0.0,0.0,0.0
0220_04,E/10/P,False,122.0,84.0,,0.0,0.0
0220_05,F/48/P,False,0.0,3.0,0.0,0.0,1099.0
0220_06,G/37/P,False,0.0,0.0,0.0,0.0,0.0
0220_07,G/37/P,False,0.0,0.0,0.0,0.0,0.0
0221_01,E/13/S,False,2237.0,0.0,119.0,0.0,0.0
0221_02,E/13/S,False,1215.0,80.0,1.0,2.0,0.0
0221_03,E/13/S,False,1933.0,12.0,188.0,1.0,0.0
0221_04,E/13/S,False,0.0,0.0,0.0,0.0,0.0
0221_05,E/13/S,False,1230.0,0.0,301.0,43.0,1023.0
0221_06,E/13/S,False,915.0,0.0,221.0,234.0,0.0
0221_07,E/13/S,False,0.0,0.0,0.0,0.0,0.0
0222_01,F/41/S,False,1406.0,0.0,0.0,11.0,0.0
0222_02,F/41/S,False,0.0,0.0,0.0,0.0,0.0
0222_03,E/14/S,False,0.0,0.0,0.0,0.0,0.0
0223_01,G/35/S,False,0.0,2.0,665.0,0.0,9.0
0224_01,F/42/S,True,181.0,0.0,5.0,1634.0,0.0
0225_01,G/38/P,False,0.0,0.0,0.0,0.0,0.0
0229_01,F/43/S,False,4.0,7.0,0.0,713.0,79.0
0231_01,F/44/S,False,85.0,0.0,1.0,1720.0,0.0
0232_01,G/36/S,False,0.0,,0.0,0.0,0.0
0233_01,F/45/S,False,56.0,0.0,256.0,1438.0,0.0
0234_01,F/50/P,False,,888.0,0.0,0.0,0.0
0237_01,B/11/P,False,0.0,0.0,0.0,0.0,0.0
0239_01,,False,637.0,0.0,0.0,92.0,319.0
0240_01,F/52/P,False,0.0,0.0,0.0,0.0,0.0
0241_01,E/11/P,False,0.0,1249.0,0.0,4812.0,1116.0
0242_01,F/46/S,False,313.0,1.0,691.0,283.0,0.0
0243_01,G/37/S,False,0.0,0.0,0.0,0.0,0.0
0244_01,,False,0.0,0.0,0.0,0.0,0.0
0244_02,F/47/S,True,0.0,0.0,0.0,0.0,0.0
0245_01,C/6/P,False,0.0,3571.0,0.0,0.0,7.0
0245_02,C/6/P,False,0.0,86.0,796.0,584.0,10912.0
0246_01,D/8/P,False,2947.0,0.0,287.0,27.0,0.0
0248_01,C/10/S,False,0.0,1.0,0.0,8620.0,1063.0
0250_01,G/38/S,False,,0.0,0.0,0.0,0.0
0251_01,C/11/S,False,0.0,0.0,0.0,0.0,0.0
0252_01,F/53/P,False,335.0,695.0,541.0,0.0,0.0
0253_01,G/42/P,False,272.0,615.0,0.0,0.0,1.0
0254_01,F/54/P,False,702.0,172.0,408.0,2.0,6.0
0255_01,A/3/S,False,0.0,0.0,0.0,0.0,0.0
0257_01,F/49/S,False,1664.0,0.0,,0.0,0.0
0257_02,F/49/S,False,0.0,0.0,0.0,0.0,0.0
0258_01,F/50/S,False,0.0,0.0,313.0,299.0,92.0
0260_01,E/16/S,False,0.0,4810.0,0.0,981.0,2054.0
0261_01,F/56/P,False,66.0,29.0,0.0,0.0,803.0
0263_01,G/43/P,False,0.0,0.0,0.0,0.0,0.0
0265_01,D/8/S,False,0.0,0.0,0.0,,0.0
0267_01,F/51/S,False,118.0,0.0,0.0,754.0,1.0
0269_01,F/52/S,False,0.0,231.0,592.0,0.0,0.0
0270_01,F/59/P,False,0.0,25.0,128.0,0.0,1240.0
0275_01,D/9/S,False,0.0,0.0,0.0,0.0,0.0
0277_01,F/61/P,False,44.0,2390.0,0.0,53.0,0.0
0278_01,,False,0.0,0.0,0.0,888.0,
0278_02,G/45/P,False,0.0,97.0,0.0,14.0,333.0
0281_01,F/63/P,False,0.0,0.0,2078.0,0.0,0.0
0282_01,F/54/S,False,0.0,918.0,0.0,0.0,0.0
0283_01,G/46/P,False,0.0,0.0,0.0,0.0,0.0
0283_02,F/64/P,False,146.0,654.0,1.0,0.0,2.0
0285_01,E/16/P,False,0.0,0.0,0.0,0.0,0.0
0285_02,E/16/P,False,0.0,0.0,0.0,0.0,0.0
0286_01,F/65/P,False,3.0,1281.0,29.0,162.0,13.0
0287_01,,False,0.0,0.0,0.0,0.0,0.0
0287_02,B/12/P,False,0.0,587.0,32.0,6.0,1460.0
0288_01,F/55/S,False,0.0,0.0,0.0,0.0,828.0
0289_01,C/12/S,False,0.0,0.0,0.0,0.0,0.0
0290_01,B/7/S,False,0.0,4458.0,0.0,1157.0,262.0
0290_02,B/7/S,False,0.0,0.0,0.0,0.0,0.0
0290_03,B/7/S,False,0.0,0.0,0.0,0.0,0.0
0290_04,B/7/S,False,0.0,0.0,0.0,0.0,0.0
0291_01,D/10/S,False,0.0,6500.0,88.0,1090.0,0.0
0294_01,B/8/S,False,0.0,0.0,0.0,,0.0
0297_01,G/47/P,False,90.0,2.0,1324.0,17.0,0.0
0298_01,A/3/P,False,0.0,0.0,0.0,0.0,0.0
0301_01,,False,0.0,0.0,0.0,0.0,0.0
0302_01,F/67/P,False,0.0,0.0,15.0,0.0,1370.0
0303_01,G/41/S,False,0.0,0.0,0.0,0.0,0.0
0304_01,E/18/S,False,0.0,422.0,0.0,1851.0,5166.0
0305_01,C/7/P,False,0.0,584.0,0.0,20.0,2469.0
0306_01,E/19/S,False,368.0,175.0,259.0,1.0,101.0
0307_01,F/59/S,False,0.0,0.0,1359.0,0.0,0.0
0309_01,F/60/S,False,1194.0,0.0,157.0,6.0,0.0
0310_01,,False,,230.0,0.0,4476.0,241.0
0313_01,F/68/P,False,7.0,540.0,1.0,0.0,4.0
0313_02,G/50/P,False,0.0,0.0,,0.0,0.0
0313_03,F/68/P,False,331.0,0.0,0.0,318.0,0.0
0313_04,G/50/P,False,0.0,0.0,0.0,0.0,0.0
0314_01,G/51/P,False,386.0,0.0,74.0,0.0,1330.0
0315_01,G/42/S,False,0.0,0.0,0.0,0.0,0.0
0316_01,B/9/S,False,0.0,2628.0,,170.0,0.0
0316_02,B/9/S,False,0.0,0.0,0.0,0.0,
0320_01,G/44/S,False,0.0,2.0,0.0,,0.0
0320_02,G/44/S,False,0.0,5.0,3.0,0.0,
0321_01,F/61/S,True,1018.0,0.0,209.0,0.0,0.0
0322_01,G/45/S,False,0.0,0.0,0.0,0.0,0.0
0324_01,G/53/P,False,0.0,0.0,0.0,0.0,0.0
0326_01,G/47/S,False,0.0,0.0,0.0,0.0,0.0
0327_01,,False,17.0,0.0,784.0,0.0,2.0
0330_01,C/14/S,False,0.0,0.0,0.0,0.0,0.0
0330_02,C/14/S,False,247.0,4651.0,0.0,46.0,202.0
0330_03,C/14/S,False,443.0,317.0,0.0,148.0,1260.0
0331_01,F/72/P,False,0.0,0.0,251.0,0.0,552.0
0333_01,F/73/P,False,0.0,0.0,0.0,0.0,0.0
0334_01,F/62/S,False,5715.0,2.0,211.0,1476.0,0.0
0336_01,F/74/P,False,695.0,1.0,16.0,0.0,0.0
0337_01,F/63/S,False,0.0,0.0,0.0,0.0,0.0
0337_02,F/63/S,False,417.0,349.0,634.0,3.0,1057.0
0337_03,F/63/S,False,0.0,0.0,0.0,0.0,0.0
0338_01,G/48/S,False,0.0,0.0,,0.0,0.0
0340_01,B/10/S,False,0.0,0.0,0.0,0.0,0.0
0341_01,G/57/P,False,0.0,0.0,0.0,0.0,0.0
0343_01,F/76/P,False,121.0,0.0,0.0,274.0,907.0
0345_01,E/21/S,False,0.0,0.0,0.0,0.0,0.0
0346_01,G/59/P,False,0.0,0.0,0.0,0.0,0.0
0347_01,F/64/S,False,434.0,0.0,1434.0,0.0,0.0
0348_01,D/12/P,False,142.0,2876.0,202.0,3.0,0.0
0348_02,,False,520.0,0.0,1865.0,0.0,0.0
0350_01,G/60/P,False,0.0,0.0,0.0,0.0,0.0
0352_01,F/78/P,False,2001.0,0.0,2975.0,0.0,0.0
0355_01,,False,0.0,0.0,0.0,0.0,0.0
0356_01,B/15/P,False,0.0,0.0,0.0,0.0,0.0
0357_01,F/65/S,False,,1198.0,0.0,124.0,572.0
0358_01,G/50/S,False,0.0,0.0,0.0,0.0,0.0
0358_02,G/50/S,False,0.0,0.0,0.0,0.0,0.0
0359_01,F/66/S,False,148.0,0.0,453.0,0.0,88.0
0360_01,F/67/S,False,358.0,212.0,33.0,0.0,112.0
0361_01,F/68/S,False,0.0,36.0,0.0,280.0,417.0
0365_01,G/51/S,False,0.0,0.0,0.0,685.0,21.0
0368_01,F/82/P,False,2832.0,107.0,4447.0,15.0,4.0
0368_02,F/82/P,False,0.0,0.0,0.0,0.0,0.0
0369_01,G/53/S,False,0.0,0.0,592.0,177.0,58.0
0370_01,F/83/P,False,0.0,95.0,0.0,441.0,1023.0
0371_01,F/84/P,False,0.0,0.0,0.0,0.0,0.0
0372_01,F/85/P,False,0.0,5.0,0.0,2766.0,0.0
0373_01,G/62/P,False,0.0,0.0,0.0,0.0,0.0
0375_01,E/22/P,False,0.0,0.0,558.0,0.0,230.0
0376_01,G/54/S,False,116.0,0.0,786.0,6.0,0.0
0377_01,C/15/S,False,0.0,1068.0,0.0,176.0,8188.0
0378_01,B/11/S,False,17.0,215.0,4.0,5132.0,697.0
0378_02,B/11/S,False,0.0,0.0,0.0,0.0,0.0
0378_03,B/11/S,False,5649.0,235.0,7.0,2579.0,2175.0
0378_04,B/11/S,False,0.0,0.0,0.0,0.0,0.0
0378_05,B/11/S,False,0.0,0.0,0.0,0.0,0.0
0378_06,B/11/S,False,0.0,2491.0,6.0,1173.0,1059.0
0378_07,B/11/S,False,0.0,0.0,0.0,0.0,0.0
0379_01,G/63/P,False,198.0,0.0,591.0,0.0,164.0
0380_01,,False,0.0,0.0,0.0,0.0,0.0
0381_01,B/16/P,False,0.0,0.0,0.0,0.0,0.0
0381_02,B/16/P,False,0.0,0.0,,0.0,0.0
0382_01,G/64/P,False,348.0,0.0,0.0,4.0,368.0
0383_01,G/55/S,False,82.0,773.0,0.0,3693.0,140.0
0383_02,G/55/S,False,0.0,0.0,0.0,0.0,0.0
0384_01,G/56/S,False,0.0,0.0,0.0,0.0,0.0
0384_02,G/56/S,False,3.0,0.0,881.0,25.0,0.0
0385_01,G/65/P,False,13.0,747.0,0.0,0.0,128.0
0387_01,G/66/P,False,0.0,0.0,0.0,0.0,0.0
0388_01,G/57/S,False,0.0,0.0,0.0,0.0,0.0
0389_01,E/23/P,False,391.0,44.0,356.0,0.0,0.0
0391_01,C/9/P,True,69.0,5728.0,0.0,0.0,987.0
0392_01,E/24/P,False,0.0,111.0,0.0,1508.0,0.0
0395_01,B/17/P,True,0.0,11003.0,552.0,8157.0,5688.0
0395_02,B/17/P,False,1.0,608.0,0.0,3835.0,1.0
0396_01,G/59/S,False,0.0,0.0,0.0,0.0,0.0
0397_01,F/69/S,False,0.0,0.0,0.0,0.0,0.0
0398_01,D/13/S,False,28.0,420.0,36.0,6011.0,3.0
0401_01,D/14/S,True,1056.0,0.0,0.0,0.0,0.0
0401_02,D/14/S,False,1770.0,0.0,0.0,13.0,0.0
0402_01,D/15/S,True,0.0,0.0,0.0,0.0,0.0
0403_01,D/13/P,True,353.0,896.0,0.0,0.0,2.0
0405_01,F/89/P,False,177.0,,0.0,310.0,7.0
0407_01,G/69/P,False,,21.0,0.0,0.0,1699.0
0407_02,F/90/P,False,0.0,465.0,0.0,5.0,223.0
0407_03,G/69/P,False,0.0,0.0,0.0,0.0,0.0
0408_01,E/25/P,False,1134.0,113.0,52.0,0.0,0.0
0409_01,F/71/S,False,0.0,0.0,1116.0,2.0,0.0
0410_01,F/72/S,False,0.0,150.0,0.0,567.0,0.0
0411_01,F/91/P,False,691.0,0.0,101.0,140.0,0.0
0412_01,C/11/P,False,0.0,7255.0,5952.0,1537.0,0.0
0413_01,F/92/P,False,0.0,157.0,0.0,352.0,60.0
0415_01,G/60/S,False,0.0,0.0,0.0,0.0,0.0
0417_01,B/18/P,False,0.0,0.0,0.0,0.0,0.0
0417_02,B/18/P,False,0.0,1170.0,0.0,5467.0,1241.0
0417_03,B/18/P,False,0.0,0.0,0.0,0.0,0.0
0423_01,B/19/P,False,8.0,3584.0,0.0,13.0,57.0
0425_01,F/96/P,False,1094.0,2.0,26.0,34.0,1.0
0425_02,F/96/P,False,0.0,0.0,0.0,0.0,0.0
0425_03,F/96/P,False,0.0,0.0,0.0,0.0,0.0
0427_01,E/26/P,False,417.0,,7185.0,562.0,792.0
0428_01,C/16/S,False,0.0,4118.0,0.0,715.0,3139.0
0429_01,A/5/S,False,2.0,10116.0,0.0,2.0,225.0
0429_02,A/5/S,False,0.0,0.0,0.0,0.0,0.0
0430_01,F/75/S,False,0.0,1026.0,0.0,16.0,0.0
0431_01,F/97/P,False,0.0,0.0,0.0,0.0,0.0
0432_01,F/76/S,False,1483.0,10.0,0.0,0.0,0.0
0433_01,B/20/P,False,0.0,0.0,0.0,0.0,0.0
0433_02,B/20/P,False,4.0,891.0,0.0,2962.0,3656.0
0434_01,F/77/S,False,0.0,0.0,0.0,0.0,0.0
0435_01,G/62/S,False,0.0,0.0,0.0,0.0,0.0
0436_01,G/63/S,False,0.0,0.0,0.0,0.0,0.0
0436_02,G/63/S,False,46.0,11.0,0.0,622.0,0.0
0437_01,F/78/S,False,382.0,0.0,22.0,467.0,0.0
0437_02,F/78/S,False,7.0,0.0,840.0,26.0,0.0
0438_01,B/13/S,False,,0.0,0.0,0.0,0.0
0439_01,C/13/P,False,,5637.0,45.0,1936.0,56.0
0441_01,F/79/S,False,0.0,0.0,0.0,722.0,0.0
0442_01,F/98/P,False,7.0,1043.0,0.0,0.0,0.0
0444_01,D/15/P,True,2484.0,429.0,102.0,0.0,0.0
0444_02,F/99/P,True,1869.0,0.0,136.0,0.0,0.0
0445_01,F/80/S,False,1352.0,0.0,0.0,24.0,799.0
0445_02,E/25/S,False,0.0,0.0,0.0,77.0,715.0
0446_01,B/21/P,False,0.0,0.0,0.0,0.0,0.0
0447_01,F/81/S,False,9.0,0.0,795.0,0.0,0.0
0448_01,E/27/P,False,757.0,0.0,0.0,32.0,0.0
0448_02,G/71/P,False,0.0,0.0,0.0,0.0,0.0
0449_01,G/64/S,False,0.0,0.0,0.0,0.0,0.0
0452_01,E/26/S,False,0.0,0.0,0.0,0.0,0.0
0453_01,B/14/S,False,0.0,0.0,0.0,0.0,0.0
0453_02,,False,0.0,0.0,0.0,0.0,0.0
0453_03,B/14/S,False,0.0,0.0,0.0,0.0,0.0
0454_01,B/15/S,True,5.0,4288.0,0.0,745.0,5.0
0454_02,B/15/S,False,0.0,0.0,0.0,0.0,0.0
0454_03,B/15/S,False,0.0,0.0,0.0,0.0,0.0
0456_01,F/83/S,False,210.0,185.0,188.0,59.0,73.0
0457_01,G/72/P,False,0.0,0.0,747.0,26.0,0.0
